MODEL,DATA_TYP,MODEL_INDEX,TEST_SPLIT,LAYERS,UNITS,RETURN_SEQUENCE,FORECAST_HORIZON,BATCH_SIZE,EPOCHS,STEPS,OPTIMIZER,LEARNING_RATE,NORMALIZATION,TRAINING_TIME,TEST_TIME,MAE,MSE,RMSE
lstm,Demand,16,0.2,4,128, True,25,64,5,2190,Adam,0.001,minmax,166.4740508,4.392683268,22.35868789,942.7728777,30.70460678
lstm,Demand,17,0.2,4,128, False,25,64,5,2190,Adam,0.001,minmax,165.8752048,4.382777929,30.67325281,1409.350512,37.5413174
rnn,Demand,0,0.4,1,32, True,25,32,5,3285,Adam,0.001,minmax,88.57897735,2.704028845,31.17674453,1650.408125,40.62521539
rnn,Demand,1,0.4,1,32, False,25,32,5,3285,Adam,0.001,minmax,85.82625413,2.52355814,24.49452319,1107.215116,33.27484209
rnn,Demand,2,0.4,1,64, True,25,32,5,3285,Adam,0.001,minmax,85.09361529,2.645162106,31.97997009,1632.806734,40.40800334
rnn,Demand,3,0.4,1,64, False,25,32,5,3285,Adam,0.001,minmax,83.30241466,2.609648228,26.51800719,1231.521906,35.0930464
rnn,Demand,4,0.4,1,128, True,25,32,5,3285,Adam,0.001,minmax,89.26309872,2.834934711,22.08493841,872.272825,29.53426527
rnn,Demand,5,0.4,1,128, False,25,32,5,3285,Adam,0.001,minmax,88.7549746,2.698894978,23.47869384,1056.828061,32.50889203
rnn,Demand,6,0.4,2,32, True,25,32,5,3285,Adam,0.001,minmax,140.9338048,3.927194118,34.96107507,1908.77377,43.68951556
rnn,Demand,7,0.4,2,32, False,25,32,5,3285,Adam,0.001,minmax,148.8677578,3.737973213,24.96253224,1066.893299,32.66333264
rnn,Demand,8,0.4,2,64, True,25,32,5,3285,Adam,0.001,minmax,145.4733994,4.042702675,22.12820351,947.6529042,30.78397155
rnn,Demand,9,0.4,2,64, False,25,32,5,3285,Adam,0.001,minmax,147.1225951,3.799083233,20.94466737,849.6323329,29.14845335
rnn,Demand,10,0.4,2,128, True,25,32,5,3285,Adam,0.001,minmax,142.7869081,3.773967743,24.23971186,992.7694981,31.50824492
rnn,Demand,11,0.4,2,128, False,25,32,5,3285,Adam,0.001,minmax,143.9144638,3.7467134,22.00105104,929.5726219,30.48889342
rnn,Demand,12,0.4,4,32, True,25,32,5,3285,Adam,0.001,minmax,254.9658802,5.98301053,33.4705191,1755.660923,41.90060767
rnn,Demand,13,0.4,4,32, False,25,32,5,3285,Adam,0.001,minmax,255.4780293,6.334488392,24.58695274,1077.665746,32.82781969
rnn,Demand,14,0.4,4,64, True,25,32,5,3285,Adam,0.001,minmax,246.1884198,6.028023243,29.58175382,1381.00465,37.16187092
rnn,Demand,15,0.4,4,64, False,25,32,5,3285,Adam,0.001,minmax,250.2649071,6.045392513,29.8623984,1510.534585,38.86559642
rnn,Demand,16,0.4,4,128, True,25,32,5,3285,Adam,0.001,minmax,243.5221899,6.043196201,147.698555,28169.86515,167.8388071
rnn,Demand,17,0.4,4,128, False,25,32,5,3285,Adam,0.001,minmax,263.8675864,6.299049616,21.17850029,866.6653884,29.43918118
lstm,Demand,0,0.4,1,32, True,25,32,5,3285,Adam,0.001,minmax,99.45317531,3.013385296,20.69695601,848.8207937,29.13452923
lstm,Demand,1,0.4,1,32, False,25,32,5,3285,Adam,0.001,minmax,86.63508487,3.025228262,23.06996511,954.5551928,30.89587663
lstm,Demand,2,0.4,1,64, True,25,32,5,3285,Adam,0.001,minmax,97.05318236,3.028218031,20.92333269,864.758531,29.40677696
lstm,Demand,3,0.4,1,64, False,25,32,5,3285,Adam,0.001,minmax,88.04627156,3.227611542,34.11156823,1704.246241,41.28251737
lstm,Demand,4,0.4,1,128, True,25,32,5,3285,Adam,0.001,minmax,96.74792647,3.183668375,22.49137639,927.5998166,30.45652338
lstm,Demand,5,0.4,1,128, False,25,32,5,3285,Adam,0.001,minmax,93.48548603,2.884046078,20.34858928,830.1244701,28.81188071
lstm,Demand,6,0.4,2,32, True,25,32,5,3285,Adam,0.001,minmax,154.6383529,4.65795517,21.04553018,856.0401498,29.25816381
lstm,Demand,7,0.4,2,32, False,25,32,5,3285,Adam,0.001,minmax,145.5098977,4.489454031,22.07273375,915.9263038,30.26427438
lstm,Demand,8,0.4,2,64, True,25,32,5,3285,Adam,0.001,minmax,137.6166458,4.537164688,24.21394332,1114.876204,33.38976196
lstm,Demand,9,0.4,2,64, False,25,32,5,3285,Adam,0.001,minmax,139.0036583,4.583823442,23.53707619,973.4987913,31.20094215
lstm,Demand,10,0.4,2,128, True,25,32,5,3285,Adam,0.001,minmax,147.9087639,4.965803623,20.14447106,811.7247869,28.49078425
lstm,Demand,11,0.4,2,128, False,25,32,5,3285,Adam,0.001,minmax,151.1741621,5.004412889,21.71434895,918.8621551,30.31273916
lstm,Demand,12,0.4,4,32, True,25,32,5,3285,Adam,0.001,minmax,230.9023654,7.848041773,32.18112125,1680.880259,40.99853972
lstm,Demand,13,0.4,4,32, False,25,32,5,3285,Adam,0.001,minmax,214.9389648,7.96846962,36.82356628,1915.937588,43.77142433
lstm,Demand,14,0.4,4,64, True,25,32,5,3285,Adam,0.001,minmax,253.212544,8.024519682,22.00709838,941.3223853,30.68097758
lstm,Demand,15,0.4,4,64, False,25,32,5,3285,Adam,0.001,minmax,266.4884477,8.572587729,22.00947668,910.0340046,30.16676987
lstm,Demand,16,0.4,4,128, True,25,32,5,3285,Adam,0.001,minmax,230.7294137,8.042110443,40.00602214,2468.141758,49.68039611
lstm,Demand,17,0.4,4,128, False,25,32,5,3285,Adam,0.001,minmax,246.2661307,7.976982117,22.5033789,974.7112641,31.22036617
rnn,Demand,0,0.4,1,32, True,25,64,5,1643,Adam,0.001,minmax,50.2114799,2.555811882,26.99360401,1385.945671,37.22829128
rnn,Demand,1,0.4,1,32, False,25,64,5,1643,Adam,0.001,minmax,47.59495115,2.617647648,22.91582672,952.1669261,30.85720218
rnn,Demand,2,0.4,1,64, True,25,64,5,1643,Adam,0.001,minmax,47.53580046,2.712287426,45.29621298,2924.0194,54.07420272
rnn,Demand,3,0.4,1,64, False,25,64,5,1643,Adam,0.001,minmax,48.11723208,2.721263409,30.78574318,1604.476429,40.05591628
rnn,Demand,4,0.4,1,128, True,25,64,5,1643,Adam,0.001,minmax,48.08056784,2.743981361,26.06720099,1223.017715,34.97167018
rnn,Demand,5,0.4,1,128, False,25,64,5,1643,Adam,0.001,minmax,45.82608342,2.545082331,38.74652223,2074.529908,45.54700767
rnn,Demand,6,0.4,2,32, True,25,64,5,1643,Adam,0.001,minmax,83.84231019,3.909781218,22.06473785,911.0209745,30.183124
rnn,Demand,7,0.4,2,32, False,25,64,5,1643,Adam,0.001,minmax,76.20635843,3.844542742,35.74958907,1859.080494,43.11705571
rnn,Demand,8,0.4,2,64, True,25,64,5,1643,Adam,0.001,minmax,77.23115516,3.964877605,23.10001115,929.3687302,30.48554953
rnn,Demand,9,0.4,2,64, False,25,64,5,1643,Adam,0.001,minmax,76.11296439,3.801332474,28.617913,1251.003221,35.3695239
rnn,Demand,10,0.4,2,128, True,25,64,5,1643,Adam,0.001,minmax,77.42803812,3.837298155,32.74941675,1588.522197,39.85626923
rnn,Demand,11,0.4,2,128, False,25,64,5,1643,Adam,0.001,minmax,71.30925035,3.847373247,50.26743323,3176.127764,56.35714475
rnn,Demand,12,0.4,4,32, True,25,64,5,1643,Adam,0.001,minmax,147.4709039,6.061991215,22.60728647,977.7137755,31.26841498
rnn,Demand,13,0.4,4,32, False,25,64,5,1643,Adam,0.001,minmax,137.6410298,5.896611929,25.57555444,1077.389505,32.82361201
rnn,Demand,14,0.4,4,64, True,25,64,5,1643,Adam,0.001,minmax,137.363308,6.103591919,21.74784521,874.9082458,29.57884795
rnn,Demand,15,0.4,4,64, False,25,64,5,1643,Adam,0.001,minmax,133.9280696,6.04046607,21.20729472,845.9859772,29.08583809
rnn,Demand,16,0.4,4,128, True,25,64,5,1643,Adam,0.001,minmax,134.2674522,6.265380144,33.76698646,1653.224604,40.65986478
rnn,Demand,17,0.4,4,128, False,25,64,5,1643,Adam,0.001,minmax,135.2225976,6.232149601,23.72427848,1085.425273,32.94579295
lstm,Demand,0,0.4,1,32, True,25,64,5,1643,Adam,0.001,minmax,58.7506783,3.024390459,22.2612338,993.7139983,31.5232295
lstm,Demand,1,0.4,1,32, False,25,64,5,1643,Adam,0.001,minmax,52.53856087,2.929362535,27.57553462,1351.9317,36.76862386
lstm,Demand,2,0.4,1,64, True,25,64,5,1643,Adam,0.001,minmax,54.22648048,2.957391739,27.23915308,1366.664006,36.96841903
lstm,Demand,3,0.4,1,64, False,25,64,5,1643,Adam,0.001,minmax,62.57348871,2.872354031,21.930766,946.7776918,30.76975287
lstm,Demand,4,0.4,1,128, True,25,64,5,1643,Adam,0.001,minmax,60.42860341,3.309448719,23.31872816,1009.606724,31.77430918
lstm,Demand,5,0.4,1,128, False,25,64,5,1643,Adam,0.001,minmax,58.33482432,2.838587761,22.8242313,964.5771822,31.05764289
lstm,Demand,6,0.4,2,32, True,25,64,5,1643,Adam,0.001,minmax,101.9716387,4.520465851,21.79038597,948.5495675,30.79853191
lstm,Demand,7,0.4,2,32, False,25,64,5,1643,Adam,0.001,minmax,84.05746627,4.482414961,33.74782683,1763.171116,41.99013117
lstm,Demand,8,0.4,2,64, True,25,64,5,1643,Adam,0.001,minmax,83.64888191,4.431782484,23.25392713,968.1044208,31.11437643
lstm,Demand,9,0.4,2,64, False,25,64,5,1643,Adam,0.001,minmax,76.15021825,4.779672623,29.07198118,1325.076882,36.40160548
lstm,Demand,10,0.4,2,128, True,25,64,5,1643,Adam,0.001,minmax,95.14308882,4.671099901,20.97705529,874.7867808,29.57679463
lstm,Demand,11,0.4,2,128, False,25,64,5,1643,Adam,0.001,minmax,102.212924,5.006042242,21.07767431,859.7741283,29.32190526
lstm,Demand,12,0.4,4,32, True,25,64,5,1643,Adam,0.001,minmax,164.1189368,8.264285326,23.18242434,1036.871974,32.20049648
lstm,Demand,13,0.4,4,32, False,25,64,5,1643,Adam,0.001,minmax,178.5728197,7.966581583,22.18706125,964.8631348,31.06224613
lstm,Demand,14,0.4,4,64, True,25,64,5,1643,Adam,0.001,minmax,181.86151,8.577075243,23.36503495,1020.41365,31.94391414
lstm,Demand,15,0.4,4,64, False,25,64,5,1643,Adam,0.001,minmax,162.4577775,7.870814085,24.94314826,1139.197122,33.75199435
lstm,Demand,16,0.4,4,128, True,25,64,5,1643,Adam,0.001,minmax,167.6046474,8.061699152,21.32817164,907.4221407,30.12344835
lstm,Demand,17,0.4,4,128, False,25,64,5,1643,Adam,0.001,minmax,132.3483932,8.396545172,31.14649693,1644.710178,40.55502655
rnn,Demand,0,0.3,1,32, True,25,32,5,3833,Adam,0.001,zscore,94.48947477,2.083535194,21.17557723,849.6053937,29.14799125
rnn,Demand,1,0.3,1,32, False,25,32,5,3833,Adam,0.001,zscore,93.88387942,1.909913778,27.96830517,1251.265743,35.37323483
rnn,Demand,2,0.3,1,64, True,25,32,5,3833,Adam,0.001,zscore,94.44422245,2.061184406,22.77644075,911.2903865,30.18758663
rnn,Demand,3,0.3,1,64, False,25,32,5,3833,Adam,0.001,zscore,95.13392615,1.907413244,26.57850819,1241.545938,35.23557773
rnn,Demand,4,0.3,1,128, True,25,32,5,3833,Adam,0.001,zscore,94.55415106,1.94156456,35.21519788,1944.631994,44.09798175
rnn,Demand,5,0.3,1,128, False,25,32,5,3833,Adam,0.001,zscore,93.65348268,1.916899443,21.53895888,818.3800823,28.60734315
rnn,Demand,6,0.3,2,32, True,25,32,5,3833,Adam,0.001,zscore,157.6257453,3.075309277,21.68903868,896.7541258,29.94585323
rnn,Demand,7,0.3,2,32, False,25,32,5,3833,Adam,0.001,zscore,153.5088046,2.930771589,25.08559484,1058.083912,32.5282018
rnn,Demand,8,0.3,2,64, True,25,32,5,3833,Adam,0.001,zscore,154.2628393,3.080946207,20.90016754,868.4402927,29.46931103
rnn,Demand,9,0.3,2,64, False,25,32,5,3833,Adam,0.001,zscore,153.8461473,2.92666769,26.49154407,1150.063258,33.91258258
rnn,Demand,10,0.3,2,128, True,25,32,5,3833,Adam,0.001,zscore,155.3071349,3.076683998,28.19082692,1194.144982,34.55640292
rnn,Demand,11,0.3,2,128, False,25,32,5,3833,Adam,0.001,zscore,157.4590962,2.850529432,22.26397246,947.4277497,30.78031432
rnn,Demand,12,0.3,4,32, True,25,32,5,3833,Adam,0.001,zscore,281.4776785,4.804918766,22.51262387,955.9347965,30.91819523
rnn,Demand,13,0.3,4,32, False,25,32,5,3833,Adam,0.001,zscore,281.3216808,4.82678771,24.45544953,1065.626657,32.64393753
rnn,Demand,14,0.3,4,64, True,25,32,5,3833,Adam,0.001,zscore,268.7228937,4.910992861,26.04255902,1133.064209,33.66101913
rnn,Demand,15,0.3,4,64, False,25,32,5,3833,Adam,0.001,zscore,283.514704,4.971380472,24.55451937,1069.142458,32.69774393
rnn,Demand,16,0.3,4,128, True,25,32,5,3833,Adam,0.001,zscore,276.5407743,4.826058149,22.70058865,967.3531556,31.10230145
rnn,Demand,17,0.3,4,128, False,25,32,5,3833,Adam,0.001,zscore,289.5333047,4.822240591,22.2226023,919.5455248,30.32400905
lstm,Demand,0,0.3,1,32, True,25,32,5,3833,Adam,0.001,zscore,94.61634612,2.404409647,22.47540513,903.9729513,30.06614294
lstm,Demand,1,0.3,1,32, False,25,32,5,3833,Adam,0.001,zscore,103.7524328,2.216616392,20.74979086,777.676137,27.88684523
lstm,Demand,2,0.3,1,64, True,25,32,5,3833,Adam,0.001,zscore,89.28325176,2.453309536,22.21466127,876.1383921,29.599635
lstm,Demand,3,0.3,1,64, False,25,32,5,3833,Adam,0.001,zscore,92.93627048,2.45695138,24.64368377,1081.88431,32.89200982
lstm,Demand,4,0.3,1,128, True,25,32,5,3833,Adam,0.001,zscore,94.75478983,2.428708315,19.41537218,711.3403219,26.67096402
lstm,Demand,5,0.3,1,128, False,25,32,5,3833,Adam,0.001,zscore,101.5187991,2.385901213,20.31253997,742.2256157,27.24381794
lstm,Demand,6,0.3,2,32, True,25,32,5,3833,Adam,0.001,zscore,156.021925,3.660765409,20.85884468,789.4420627,28.09701163
lstm,Demand,7,0.3,2,32, False,25,32,5,3833,Adam,0.001,zscore,144.2792311,3.550375938,24.05184861,944.6358348,30.73492858
lstm,Demand,8,0.3,2,64, True,25,32,5,3833,Adam,0.001,zscore,150.6848238,3.753798962,20.97421367,764.3957653,27.64770814
lstm,Demand,9,0.3,2,64, False,25,32,5,3833,Adam,0.001,zscore,135.6522422,3.52321434,21.4971241,841.4018062,29.00692687
lstm,Demand,10,0.3,2,128, True,25,32,5,3833,Adam,0.001,zscore,141.5553453,3.750221729,22.73228638,896.9272209,29.94874323
lstm,Demand,11,0.3,2,128, False,25,32,5,3833,Adam,0.001,zscore,146.6136899,3.774639368,20.51318664,729.0949757,27.00175875
lstm,Demand,12,0.3,4,32, True,25,32,5,3833,Adam,0.001,zscore,263.4259148,6.227347612,22.2335211,875.7480436,29.59304046
lstm,Demand,13,0.3,4,32, False,25,32,5,3833,Adam,0.001,zscore,245.015779,6.226652384,20.23389514,742.5994158,27.25067735
lstm,Demand,14,0.3,4,64, True,25,32,5,3833,Adam,0.001,zscore,234.8025241,6.285364866,26.73339273,1205.810485,34.724782
lstm,Demand,15,0.3,4,64, False,25,32,5,3833,Adam,0.001,zscore,267.2417371,6.176856518,21.14807245,795.3251608,28.2015099
lstm,Demand,16,0.3,4,128, True,25,32,5,3833,Adam,0.001,zscore,244.3425672,6.71263814,22.88741452,899.7191023,29.99531801
lstm,Demand,17,0.3,4,128, False,25,32,5,3833,Adam,0.001,zscore,260.1564457,6.982085943,28.48742172,1461.486949,38.22939901
rnn,Demand,0,0.3,1,32, True,25,64,5,1917,Adam,0.001,zscore,50.55007219,2.102463722,25.68889533,1100.199818,33.16926014
rnn,Demand,1,0.3,1,32, False,25,64,5,1917,Adam,0.001,zscore,49.28462696,2.076161623,20.87038479,800.143984,28.28681643
rnn,Demand,2,0.3,1,64, True,25,64,5,1917,Adam,0.001,zscore,53.33296585,1.995928049,19.2596917,687.66476,26.22336287
rnn,Demand,3,0.3,1,64, False,25,64,5,1917,Adam,0.001,zscore,47.83119988,1.93069911,20.17164799,748.9650068,27.36722505
rnn,Demand,4,0.3,1,128, True,25,64,5,1917,Adam,0.001,zscore,50.74822855,2.128864765,20.71277652,782.2660588,27.96901963
rnn,Demand,5,0.3,1,128, False,25,64,5,1917,Adam,0.001,zscore,51.57749653,2.018476486,21.37793122,805.9547812,28.38934274
rnn,Demand,6,0.3,2,32, True,25,64,5,1917,Adam,0.001,zscore,85.8110714,3.036460161,22.60619027,881.8830048,29.69651503
rnn,Demand,7,0.3,2,32, False,25,64,5,1917,Adam,0.001,zscore,84.56833243,2.935656309,23.57505902,908.5930099,30.1428766
rnn,Demand,8,0.3,2,64, True,25,64,5,1917,Adam,0.001,zscore,81.28245139,2.905903578,25.58194956,1086.855945,32.96749831
rnn,Demand,9,0.3,2,64, False,25,64,5,1917,Adam,0.001,zscore,79.88277888,2.776377439,31.26040556,1579.229686,39.73952297
rnn,Demand,10,0.3,2,128, True,25,64,5,1917,Adam,0.001,zscore,83.28303814,3.064063311,31.55873715,1588.985197,39.86207717
rnn,Demand,11,0.3,2,128, False,25,64,5,1917,Adam,0.001,zscore,86.10372877,2.889888287,31.30736126,1477.129667,38.43344465
rnn,Demand,12,0.3,4,32, True,25,64,5,1917,Adam,0.001,zscore,149.0356426,4.602270842,30.64526889,1492.81987,38.63702719
rnn,Demand,13,0.3,4,32, False,25,64,5,1917,Adam,0.001,zscore,148.3398058,4.741953135,21.56307263,846.4073141,29.09308017
rnn,Demand,14,0.3,4,64, True,25,64,5,1917,Adam,0.001,zscore,151.3152099,4.639271975,27.68631806,1322.055964,36.36008751
rnn,Demand,15,0.3,4,64, False,25,64,5,1917,Adam,0.001,zscore,142.3778687,4.663753271,23.88182932,933.1940525,30.54822503
rnn,Demand,16,0.3,4,128, True,25,64,5,1917,Adam,0.001,zscore,148.8934534,4.773294926,30.07195625,1532.777767,39.15070583
rnn,Demand,17,0.3,4,128, False,25,64,5,1917,Adam,0.001,zscore,148.0987966,4.601026058,22.04699073,842.7373057,29.02993809
lstm,Demand,0,0.3,1,32, True,25,64,5,1917,Adam,0.001,zscore,65.27586961,2.408287048,21.27257457,818.9487075,28.61727988
lstm,Demand,1,0.3,1,32, False,25,64,5,1917,Adam,0.001,zscore,59.98568892,2.258594275,19.8399104,731.6068918,27.04823269
lstm,Demand,2,0.3,1,64, True,25,64,5,1917,Adam,0.001,zscore,66.70511603,2.444105148,19.62158098,712.5054861,26.69279839
lstm,Demand,3,0.3,1,64, False,25,64,5,1917,Adam,0.001,zscore,56.22202539,2.442519665,22.93870161,969.1984667,31.1319525
lstm,Demand,4,0.3,1,128, True,25,64,5,1917,Adam,0.001,zscore,53.8244226,2.496330023,20.87460614,815.3388527,28.55413898
lstm,Demand,5,0.3,1,128, False,25,64,5,1917,Adam,0.001,zscore,57.23640251,2.388470411,21.97536508,900.6231337,30.01038377
lstm,Demand,6,0.3,2,32, True,25,64,5,1917,Adam,0.001,zscore,97.75865245,3.559699535,24.10485018,943.7505406,30.72052312
lstm,Demand,7,0.3,2,32, False,25,64,5,1917,Adam,0.001,zscore,96.27975535,3.584541798,22.08880657,855.5438945,29.24968196
lstm,Demand,8,0.3,2,64, True,25,64,5,1917,Adam,0.001,zscore,97.67613077,3.548993349,20.64196388,775.8892223,27.85478814
lstm,Demand,9,0.3,2,64, False,25,64,5,1917,Adam,0.001,zscore,97.03756595,3.637624264,22.55276043,945.8720061,30.75503221
lstm,Demand,10,0.3,2,128, True,25,64,5,1917,Adam,0.001,zscore,90.16631365,3.652428865,21.28135406,808.7046591,28.43773302
lstm,Demand,11,0.3,2,128, False,25,64,5,1917,Adam,0.001,zscore,90.90541768,3.847351074,20.1276753,732.7590347,27.06952225
lstm,Demand,12,0.3,4,32, True,25,64,5,1917,Adam,0.001,zscore,155.9791846,6.303570747,21.54131842,834.0489373,28.87990542
lstm,Demand,13,0.3,4,32, False,25,64,5,1917,Adam,0.001,zscore,170.2797492,6.181623697,22.23605579,872.252336,29.5339184
lstm,Demand,14,0.3,4,64, True,25,64,5,1917,Adam,0.001,zscore,169.4513993,6.236291409,22.52202612,916.4327534,30.27264034
lstm,Demand,15,0.3,4,64, False,25,64,5,1917,Adam,0.001,zscore,137.2718499,6.670906067,23.95672825,1026.718052,32.04244142
lstm,Demand,16,0.3,4,128, True,25,64,5,1917,Adam,0.001,zscore,158.1195996,6.50009346,20.28231791,719.3614194,26.82091384
lstm,Demand,17,0.3,4,128, False,25,64,5,1917,Adam,0.001,zscore,139.230828,6.324296713,24.5819915,1083.781736,32.92084045
rnn,Demand,0,0.2,1,32, True,25,32,5,4380,Adam,0.001,zscore,102.2372139,1.409979582,20.03839383,725.5162579,26.935409
rnn,Demand,1,0.2,1,32, False,25,32,5,4380,Adam,0.001,zscore,100.9480994,1.323672056,19.86346479,728.8799429,26.99777663
rnn,Demand,2,0.2,1,64, True,25,32,5,4380,Adam,0.001,zscore,97.19270444,1.386049747,21.86538626,824.1222457,28.70752943
rnn,Demand,3,0.2,1,64, False,25,32,5,4380,Adam,0.001,zscore,97.69101977,1.288174391,23.22276027,899.3824047,29.98970498
rnn,Demand,4,0.2,1,128, True,25,32,5,4380,Adam,0.001,zscore,99.72858262,1.313089132,20.22601308,766.0066553,27.67682524
rnn,Demand,5,0.2,1,128, False,25,32,5,4380,Adam,0.001,zscore,99.02423215,1.301140547,22.70452707,882.4982461,29.70687203
rnn,Demand,6,0.2,2,32, True,25,32,5,4380,Adam,0.001,zscore,165.8876698,2.004955292,24.08711508,973.0293846,31.19341893
rnn,Demand,7,0.2,2,32, False,25,32,5,4380,Adam,0.001,zscore,162.0701861,1.857203484,22.93700275,945.1693077,30.74360597
rnn,Demand,8,0.2,2,64, True,25,32,5,4380,Adam,0.001,zscore,172.4133708,1.84678483,20.77351071,754.1304924,27.46143646
rnn,Demand,9,0.2,2,64, False,25,32,5,4380,Adam,0.001,zscore,163.5659013,1.861252069,27.50190739,1288.97843,35.90234574
rnn,Demand,10,0.2,2,128, True,25,32,5,4380,Adam,0.001,zscore,170.0658178,2.040742397,21.2529993,796.6997595,28.22587039
rnn,Demand,11,0.2,2,128, False,25,32,5,4380,Adam,0.001,zscore,164.301013,1.838989019,20.03095961,748.6945511,27.36228337
rnn,Demand,12,0.2,4,32, True,25,32,5,4380,Adam,0.001,zscore,301.583097,2.935692072,20.08596131,760.2501364,27.57263383
rnn,Demand,13,0.2,4,32, False,25,32,5,4380,Adam,0.001,zscore,304.809984,3.013319969,22.82232512,918.1848154,30.30156457
rnn,Demand,14,0.2,4,64, True,25,32,5,4380,Adam,0.001,zscore,305.6984501,2.961943865,20.75479033,815.0460397,28.54901119
rnn,Demand,15,0.2,4,64, False,25,32,5,4380,Adam,0.001,zscore,287.2271824,2.953286409,31.05790555,1603.75056,40.04685455
rnn,Demand,16,0.2,4,128, True,25,32,5,4380,Adam,0.001,zscore,304.6902039,3.059954882,23.35764351,1007.489015,31.74096746
rnn,Demand,17,0.2,4,128, False,25,32,5,4380,Adam,0.001,zscore,293.3021615,2.933169127,25.14926931,1153.730981,33.96661568
lstm,Demand,0,0.2,1,32, True,25,32,5,4380,Adam,0.001,zscore,99.18564916,1.717923641,19.25197148,687.5590155,26.22134656
lstm,Demand,1,0.2,1,32, False,25,32,5,4380,Adam,0.001,zscore,98.22756529,1.619421482,22.38806885,918.103052,30.30021538
lstm,Demand,2,0.2,1,64, True,25,32,5,4380,Adam,0.001,zscore,91.56745958,1.78221035,21.05451271,801.5701459,28.31201416
lstm,Demand,3,0.2,1,64, False,25,32,5,4380,Adam,0.001,zscore,100.3491788,1.549446344,20.24555058,732.8542462,27.07128084
lstm,Demand,4,0.2,1,128, True,25,32,5,4380,Adam,0.001,zscore,105.6151574,1.706455469,19.67052662,714.9897867,26.73929294
lstm,Demand,5,0.2,1,128, False,25,32,5,4380,Adam,0.001,zscore,102.3992026,1.581078291,24.98937766,1066.477582,32.65696835
lstm,Demand,6,0.2,2,32, True,25,32,5,4380,Adam,0.001,zscore,155.0754316,2.52801919,19.71597228,709.4425721,26.63536319
lstm,Demand,7,0.2,2,32, False,25,32,5,4380,Adam,0.001,zscore,142.2216513,2.449191809,20.91581156,818.3526663,28.60686397
lstm,Demand,8,0.2,2,64, True,25,32,5,4380,Adam,0.001,zscore,142.7611487,2.500083923,19.66729116,720.1128545,26.83491857
lstm,Demand,9,0.2,2,64, False,25,32,5,4380,Adam,0.001,zscore,156.2694056,2.573567629,19.08275269,673.0768172,25.94372404
lstm,Demand,10,0.2,2,128, True,25,32,5,4380,Adam,0.001,zscore,164.5666049,2.725673199,19.9000057,721.3240731,26.85747704
lstm,Demand,11,0.2,2,128, False,25,32,5,4380,Adam,0.001,zscore,149.2771914,2.491531849,20.84612642,767.6233194,27.70601594
lstm,Demand,12,0.2,4,32, True,25,32,5,4380,Adam,0.001,zscore,277.8778713,4.389136314,24.97373388,1057.94454,32.52605941
lstm,Demand,13,0.2,4,32, False,25,32,5,4380,Adam,0.001,zscore,241.0502512,4.285963535,20.38560226,734.6443761,27.10432394
lstm,Demand,14,0.2,4,64, True,25,32,5,4380,Adam,0.001,zscore,265.649343,4.709938765,20.6038112,747.3452654,27.33761631
lstm,Demand,15,0.2,4,64, False,25,32,5,4380,Adam,0.001,zscore,231.6152904,4.47335434,22.04458567,851.1770215,29.17493824
lstm,Demand,16,0.2,4,128, True,25,32,5,4380,Adam,0.001,zscore,255.4724126,4.524465799,22.48579228,854.5871587,29.23332274
lstm,Demand,17,0.2,4,128, False,25,32,5,4380,Adam,0.001,zscore,251.40047,4.596953154,22.74626307,870.9027937,29.51106223
rnn,Demand,0,0.2,1,32, True,25,64,5,2190,Adam,0.001,zscore,55.32316041,1.428522825,21.61753892,801.8190201,28.31640903
rnn,Demand,1,0.2,1,32, False,25,64,5,2190,Adam,0.001,zscore,54.16373777,1.293391705,23.32954517,943.6607215,30.71906121
rnn,Demand,2,0.2,1,64, True,25,64,5,2190,Adam,0.001,zscore,56.8045032,1.317680597,19.7581998,715.0075408,26.73962492
rnn,Demand,3,0.2,1,64, False,25,64,5,2190,Adam,0.001,zscore,51.27754092,1.294893265,21.13904059,801.3802239,28.30865987
rnn,Demand,4,0.2,1,128, True,25,64,5,2190,Adam,0.001,zscore,52.59878397,1.276313305,32.85873006,1800.486294,42.43213752
rnn,Demand,5,0.2,1,128, False,25,64,5,2190,Adam,0.001,zscore,52.30845594,1.338679552,20.06838921,744.6457891,27.28819872
rnn,Demand,6,0.2,2,32, True,25,64,5,2190,Adam,0.001,zscore,91.95146704,2.088589191,20.43056129,736.4254265,27.13715951
rnn,Demand,7,0.2,2,32, False,25,64,5,2190,Adam,0.001,zscore,91.08619428,1.887956619,19.87739176,713.188432,26.70558803
rnn,Demand,8,0.2,2,64, True,25,64,5,2190,Adam,0.001,zscore,90.82549286,2.118897915,19.13636857,682.1681645,26.11834919
rnn,Demand,9,0.2,2,64, False,25,64,5,2190,Adam,0.001,zscore,91.53517652,1.829937458,26.09249725,1153.917955,33.96936789
rnn,Demand,10,0.2,2,128, True,25,64,5,2190,Adam,0.001,zscore,91.193959,1.982969046,22.12484876,837.8442978,28.94554021
rnn,Demand,11,0.2,2,128, False,25,64,5,2190,Adam,0.001,zscore,88.53819323,1.893200397,26.08069406,1035.56657,32.18022016
rnn,Demand,12,0.2,4,32, True,25,64,5,2190,Adam,0.001,zscore,156.4137244,3.069204092,20.92331122,815.5768778,28.55830663
