MODEL,DATA_TYP,MODEL_INDEX,TEST_SPLIT,LAYERS,UNITS,RETURN_SEQUENCE,FORECAST_HORIZON,BATCH_SIZE,EPOCHS,STEPS,OPTIMIZER,LEARNING_RATE,NORMALIZATION,TRAINING_TIME,TEST_TIME,MAE,MSE,RMSE
rnn,Wind,4,0.4,1,128, True,25,64,5,1421,Adam,0.001,minmax,42.39822745,2.359058857,28.37054455,1678.322865,40.96733901
rnn,Wind,5,0.4,1,128, False,25,64,5,1421,Adam,0.001,minmax,44.04438591,2.292238951,27.79022893,1633.20703,40.41295621
rnn,Wind,6,0.4,2,32, True,25,64,5,1421,Adam,0.001,minmax,65.03494978,3.271066189,32.6898573,2207.19755,46.98082109
rnn,Wind,7,0.4,2,32, False,25,64,5,1421,Adam,0.001,minmax,72.00721693,3.216521978,28.99734054,1775.232984,42.13351378
rnn,Wind,8,0.4,2,64, True,25,64,5,1421,Adam,0.001,minmax,68.92563796,3.379529715,33.44509032,2205.292387,46.96054075
rnn,Wind,9,0.4,2,64, False,25,64,5,1421,Adam,0.001,minmax,65.74950814,3.175522804,38.99461913,2986.305257,54.64709742
rnn,Wind,10,0.4,2,128, True,25,64,5,1421,Adam,0.001,minmax,68.56868601,3.431241035,28.10489978,1649.25971,40.61107866
rnn,Wind,11,0.4,2,128, False,25,64,5,1421,Adam,0.001,minmax,68.1029501,3.395633221,33.04249823,2105.532532,45.88608211
rnn,Wind,12,0.4,4,32, True,25,64,5,1421,Adam,0.001,minmax,124.7596872,5.340963602,30.91509772,2059.582404,45.38262227
rnn,Wind,13,0.4,4,32, False,25,64,5,1421,Adam,0.001,minmax,119.5097661,5.229142189,43.54036666,3614.581888,60.12139293
rnn,Wind,14,0.4,4,64, True,25,64,5,1421,Adam,0.001,minmax,120.7277641,5.484307528,34.04990968,2144.433783,46.30803152
rnn,Wind,15,0.4,4,64, False,25,64,5,1421,Adam,0.001,minmax,117.2710028,5.538990974,30.49824872,1849.248642,43.00289109
rnn,Wind,16,0.4,4,128, True,25,64,5,1421,Adam,0.001,minmax,128.9661126,5.474651575,30.15395014,1879.951075,43.35840259
rnn,Wind,17,0.4,4,128, False,25,64,5,1421,Adam,0.001,minmax,115.1506891,5.350172758,84.68089464,13338.85462,115.4939593
lstm,Wind,0,0.4,1,32, True,25,64,5,1421,Adam,0.001,minmax,54.1504879,2.817647934,31.01201601,1985.415653,44.55800324
lstm,Wind,1,0.4,1,32, False,25,64,5,1421,Adam,0.001,minmax,56.95405078,2.586471081,29.37916123,1783.484964,42.2313268
lstm,Wind,2,0.4,1,64, True,25,64,5,1421,Adam,0.001,minmax,53.75260878,2.731780052,28.54490889,1699.372881,41.22345062
lstm,Wind,3,0.4,1,64, False,25,64,5,1421,Adam,0.001,minmax,44.12372851,2.85122776,34.40663951,2340.454641,48.37824554
lstm,Wind,4,0.4,1,128, True,25,64,5,1421,Adam,0.001,minmax,50.26659083,2.784481049,33.36478603,2171.387261,46.59814654
lstm,Wind,5,0.4,1,128, False,25,64,5,1421,Adam,0.001,minmax,48.5847156,2.674561024,29.07518887,1730.745218,41.60222611
lstm,Wind,6,0.4,2,32, True,25,64,5,1421,Adam,0.001,minmax,86.72994518,4.05989027,30.15193832,1866.039743,43.19768215
lstm,Wind,7,0.4,2,32, False,25,64,5,1421,Adam,0.001,minmax,85.17762566,3.942849398,28.87827953,1740.377486,41.71783176
lstm,Wind,8,0.4,2,64, True,25,64,5,1421,Adam,0.001,minmax,86.23912835,4.068500757,33.45198157,2346.804156,48.44382474
lstm,Wind,9,0.4,2,64, False,25,64,5,1421,Adam,0.001,minmax,76.39282441,3.87927556,28.80675695,1740.978527,41.72503477
lstm,Wind,10,0.4,2,128, True,25,64,5,1421,Adam,0.001,minmax,89.56437278,4.094184875,28.78478474,1691.026242,41.12208947
lstm,Wind,11,0.4,2,128, False,25,64,5,1421,Adam,0.001,minmax,85.32786894,3.974853516,30.41929903,1935.506976,43.99439709
lstm,Wind,12,0.4,4,32, True,25,64,5,1421,Adam,0.001,minmax,149.882587,6.875762939,29.40008283,1823.597229,42.70359738
lstm,Wind,13,0.4,4,32, False,25,64,5,1421,Adam,0.001,minmax,134.1788521,7.063735247,34.18354084,2471.104979,49.71021001
lstm,Wind,14,0.4,4,64, True,25,64,5,1421,Adam,0.001,minmax,135.0672431,6.957502842,28.60461191,1738.238253,41.69218456
lstm,Wind,15,0.4,4,64, False,25,64,5,1421,Adam,0.001,minmax,168.5369401,7.228210211,30.81747179,1904.580655,43.64150152
lstm,Wind,16,0.4,4,128, True,25,64,5,1421,Adam,0.001,minmax,171.1946547,7.89025569,29.71354665,1755.140617,41.8943984
lstm,Wind,17,0.4,4,128, False,25,64,5,1421,Adam,0.001,minmax,137.6296105,7.119291782,30.84383004,1929.987128,43.93161877
rnn,Wind,0,0.3,1,32, True,25,32,5,3314,Adam,0.001,zscore,85.10137844,1.768584251,34.96745469,2902.679838,53.876524
rnn,Wind,1,0.3,1,32, False,25,32,5,3314,Adam,0.001,zscore,85.28038549,1.769846201,34.49977093,2705.084686,52.01042863
rnn,Wind,2,0.3,1,64, True,25,32,5,3314,Adam,0.001,zscore,78.9412291,1.685418844,34.4657595,2860.196778,53.48080757
rnn,Wind,3,0.3,1,64, False,25,32,5,3314,Adam,0.001,zscore,82.66749287,1.893825531,36.05758586,2803.272969,52.94594384
rnn,Wind,4,0.3,1,128, True,25,32,5,3314,Adam,0.001,zscore,82.33860826,1.951868057,36.42946788,2938.143248,54.20464231
rnn,Wind,5,0.3,1,128, False,25,32,5,3314,Adam,0.001,zscore,79.58039951,1.753605843,39.35315388,3308.339619,57.51816773
rnn,Wind,6,0.3,2,32, True,25,32,5,3314,Adam,0.001,zscore,137.8727601,2.708929539,38.98846884,3033.954608,55.08134537
rnn,Wind,7,0.3,2,32, False,25,32,5,3314,Adam,0.001,zscore,135.9569602,2.498900652,35.27728197,3179.907281,56.39066661
rnn,Wind,8,0.3,2,64, True,25,32,5,3314,Adam,0.001,zscore,132.9376991,2.473546982,43.24825667,4497.533376,67.06365168
rnn,Wind,9,0.3,2,64, False,25,32,5,3314,Adam,0.001,zscore,140.0735431,2.54923749,36.85848501,2910.86272,53.95241163
rnn,Wind,10,0.3,2,128, True,25,32,5,3314,Adam,0.001,zscore,133.0106595,2.507132769,44.82952955,4611.454127,67.90768828
rnn,Wind,11,0.3,2,128, False,25,32,5,3314,Adam,0.001,zscore,135.8370953,2.509414911,39.191409,3006.516278,54.83170869
rnn,Wind,12,0.3,4,32, True,25,32,5,3314,Adam,0.001,zscore,239.9704928,4.073460102,39.34801192,4048.920063,63.63112495
rnn,Wind,13,0.3,4,32, False,25,32,5,3314,Adam,0.001,zscore,237.412221,4.31516242,42.64217464,4398.139575,66.31847084
rnn,Wind,14,0.3,4,64, True,25,32,5,3314,Adam,0.001,zscore,240.1862388,4.128208637,36.29834389,3283.17258,57.29897538
rnn,Wind,15,0.3,4,64, False,25,32,5,3314,Adam,0.001,zscore,244.8560121,4.108010054,36.05147821,3568.110817,59.73366569
rnn,Wind,16,0.3,4,128, True,25,32,5,3314,Adam,0.001,zscore,242.2817183,4.201942682,40.58440575,4203.532362,64.83465402
rnn,Wind,17,0.3,4,128, False,25,32,5,3314,Adam,0.001,zscore,233.7323949,4.112475157,49.98791622,6097.834839,78.08863451
lstm,Wind,0,0.3,1,32, True,25,32,5,3314,Adam,0.001,zscore,83.5552814,2.18362093,32.59911024,2159.528591,46.47072832
lstm,Wind,1,0.3,1,32, False,25,32,5,3314,Adam,0.001,zscore,83.07294321,2.125976324,34.92506196,2731.31421,52.26197671
lstm,Wind,2,0.3,1,64, True,25,32,5,3314,Adam,0.001,zscore,77.69144344,2.099420071,31.52557228,2184.653288,46.7402748
lstm,Wind,3,0.3,1,64, False,25,32,5,3314,Adam,0.001,zscore,87.51463246,2.025779247,30.50127306,1996.927844,44.6869986
lstm,Wind,4,0.3,1,128, True,25,32,5,3314,Adam,0.001,zscore,76.36182117,2.008123398,36.96563618,3039.828137,55.13463645
lstm,Wind,5,0.3,1,128, False,25,32,5,3314,Adam,0.001,zscore,79.65739083,2.205968618,30.7867539,1960.336263,44.27568478
lstm,Wind,6,0.3,2,32, True,25,32,5,3314,Adam,0.001,zscore,120.4402676,3.198899984,34.05235388,2493.592455,49.93588344
lstm,Wind,7,0.3,2,32, False,25,32,5,3314,Adam,0.001,zscore,119.273005,3.183309793,41.11252215,3952.833446,62.8715631
lstm,Wind,8,0.3,2,64, True,25,32,5,3314,Adam,0.001,zscore,125.2953849,3.106551409,33.50747323,2166.859941,46.54954286
lstm,Wind,9,0.3,2,64, False,25,32,5,3314,Adam,0.001,zscore,128.2947421,3.161199808,32.54794047,2389.85836,48.8861776
lstm,Wind,10,0.3,2,128, True,25,32,5,3314,Adam,0.001,zscore,115.8573446,3.138383627,39.62350349,3279.266521,57.26488035
lstm,Wind,11,0.3,2,128, False,25,32,5,3314,Adam,0.001,zscore,122.5263343,3.28168273,32.7676157,2410.830323,49.10020696
lstm,Wind,12,0.3,4,32, True,25,32,5,3314,Adam,0.001,zscore,210.5175498,5.590271473,35.39478614,3008.30002,54.84797189
lstm,Wind,13,0.3,4,32, False,25,32,5,3314,Adam,0.001,zscore,224.0260322,5.538344145,33.97292814,2477.721546,49.77671691
lstm,Wind,14,0.3,4,64, True,25,32,5,3314,Adam,0.001,zscore,225.2909882,5.551600218,32.80829498,2394.454655,48.93316519
lstm,Wind,15,0.3,4,64, False,25,32,5,3314,Adam,0.001,zscore,192.4488764,5.518234968,40.84151728,3323.188975,57.64710726
lstm,Wind,16,0.3,4,128, True,25,32,5,3314,Adam,0.001,zscore,232.1178157,5.994658232,31.42069759,2101.630073,45.84353905
lstm,Wind,17,0.3,4,128, False,25,32,5,3314,Adam,0.001,zscore,228.8232098,5.605211735,41.51144336,3058.018599,55.29935442
rnn,Wind,0,0.3,1,32, True,25,64,5,1657,Adam,0.001,zscore,47.06724501,1.836619616,35.71520984,2599.975079,50.98995076
rnn,Wind,1,0.3,1,32, False,25,64,5,1657,Adam,0.001,zscore,46.87462854,1.785971165,34.91279995,2696.088144,51.92386873
rnn,Wind,2,0.3,1,64, True,25,64,5,1657,Adam,0.001,zscore,46.09115982,1.832461596,32.2543526,2344.84908,48.42364174
rnn,Wind,3,0.3,1,64, False,25,64,5,1657,Adam,0.001,zscore,45.41070414,1.700594664,38.9298018,3071.182048,55.41824653
rnn,Wind,4,0.3,1,128, True,25,64,5,1657,Adam,0.001,zscore,43.68813062,1.716246605,35.27699012,2219.995717,47.11683051
rnn,Wind,5,0.3,1,128, False,25,64,5,1657,Adam,0.001,zscore,44.57100463,1.723012209,35.24439897,2630.022357,51.28374359
rnn,Wind,6,0.3,2,32, True,25,64,5,1657,Adam,0.001,zscore,77.16937304,2.695651054,33.84082666,2641.751208,51.39796891
rnn,Wind,7,0.3,2,32, False,25,64,5,1657,Adam,0.001,zscore,79.82648706,2.643922806,34.65720342,2542.066851,50.41891362
rnn,Wind,8,0.3,2,64, True,25,64,5,1657,Adam,0.001,zscore,74.47426176,2.687870741,32.84078033,2512.333406,50.12318232
rnn,Wind,9,0.3,2,64, False,25,64,5,1657,Adam,0.001,zscore,75.07374477,2.531093836,35.62979074,2404.693354,49.0376728
rnn,Wind,10,0.3,2,128, True,25,64,5,1657,Adam,0.001,zscore,74.8908031,2.689581633,38.3684659,2458.963755,49.58793961
rnn,Wind,11,0.3,2,128, False,25,64,5,1657,Adam,0.001,zscore,67.584095,2.596220732,36.37743586,2509.919895,50.09910074
rnn,Wind,12,0.3,4,32, True,25,64,5,1657,Adam,0.001,zscore,134.4707761,4.065272331,34.18641528,2958.940415,54.39614338
rnn,Wind,13,0.3,4,32, False,25,64,5,1657,Adam,0.001,zscore,137.2071657,4.168983936,34.06583068,2958.699017,54.39392445
rnn,Wind,14,0.3,4,64, True,25,64,5,1657,Adam,0.001,zscore,127.2422936,4.210356474,36.54354025,2676.810507,51.73790204
rnn,Wind,15,0.3,4,64, False,25,64,5,1657,Adam,0.001,zscore,129.5923095,4.012610197,38.2871005,3974.067514,63.04020554
rnn,Wind,16,0.3,4,128, True,25,64,5,1657,Adam,0.001,zscore,125.5263307,4.098526716,53.19798537,6293.423943,79.33110325
rnn,Wind,17,0.3,4,128, False,25,64,5,1657,Adam,0.001,zscore,136.4085648,4.133785725,35.61916503,2910.079018,53.94514823
lstm,Wind,0,0.3,1,32, True,25,64,5,1657,Adam,0.001,zscore,51.76408076,2.161860466,30.81362296,2009.844252,44.83128654
lstm,Wind,1,0.3,1,32, False,25,64,5,1657,Adam,0.001,zscore,59.54031372,2.019189358,31.7276887,2145.202241,46.31632802
lstm,Wind,2,0.3,1,64, True,25,64,5,1657,Adam,0.001,zscore,56.23897696,2.134657383,34.56918123,2172.776866,46.61305467
lstm,Wind,3,0.3,1,64, False,25,64,5,1657,Adam,0.001,zscore,54.93865871,2.141551018,35.89661178,2848.173058,53.36827764
lstm,Wind,4,0.3,1,128, True,25,64,5,1657,Adam,0.001,zscore,51.81320834,2.25055337,32.48324201,1962.289235,44.29773397
lstm,Wind,5,0.3,1,128, False,25,64,5,1657,Adam,0.001,zscore,46.76482081,2.3183918,31.57121574,2135.295856,46.20926158
lstm,Wind,6,0.3,2,32, True,25,64,5,1657,Adam,0.001,zscore,89.99923301,3.203273296,32.78454548,2241.374217,47.34315385
lstm,Wind,7,0.3,2,32, False,25,64,5,1657,Adam,0.001,zscore,88.22970939,3.109687805,29.85526996,1902.54648,43.61818978
lstm,Wind,8,0.3,2,64, True,25,64,5,1657,Adam,0.001,zscore,81.11103654,3.214352131,30.41867248,1905.014799,43.64647522
lstm,Wind,9,0.3,2,64, False,25,64,5,1657,Adam,0.001,zscore,71.85534763,3.357223749,32.79763116,2010.699692,44.84082618
lstm,Wind,10,0.3,2,128, True,25,64,5,1657,Adam,0.001,zscore,83.80259013,3.26987052,33.43042071,2136.055722,46.21748286
lstm,Wind,11,0.3,2,128, False,25,64,5,1657,Adam,0.001,zscore,82.54286051,3.22041893,32.51873343,2158.956174,46.46456901
lstm,Wind,12,0.3,4,32, True,25,64,5,1657,Adam,0.001,zscore,139.8227389,5.537081003,32.44779671,2407.680093,49.06811686
lstm,Wind,13,0.3,4,32, False,25,64,5,1657,Adam,0.001,zscore,141.4843049,5.678077221,29.80328792,1924.012747,43.8635697
lstm,Wind,14,0.3,4,64, True,25,64,5,1657,Adam,0.001,zscore,141.022243,5.642240286,32.45489469,2340.471104,48.37841568
lstm,Wind,15,0.3,4,64, False,25,64,5,1657,Adam,0.001,zscore,156.537674,5.638155222,38.7153301,2521.911638,50.21863835
lstm,Wind,16,0.3,4,128, True,25,64,5,1657,Adam,0.001,zscore,127.883096,5.814310551,35.89657035,2407.012475,49.06131342
lstm,Wind,17,0.3,4,128, False,25,64,5,1657,Adam,0.001,zscore,126.0063837,5.607374191,30.28062011,1964.948521,44.32773986
rnn,Wind,0,0.2,1,32, True,25,32,5,3788,Adam,0.001,zscore,90.36850357,1.250030518,32.50737294,2221.171926,47.12931068
rnn,Wind,1,0.2,1,32, False,25,32,5,3788,Adam,0.001,zscore,90.60343862,1.233096361,29.33180221,1993.660111,44.65042118
rnn,Wind,2,0.2,1,64, True,25,32,5,3788,Adam,0.001,zscore,86.02273798,1.338964701,30.71746469,2062.820349,45.4182821
rnn,Wind,3,0.2,1,64, False,25,32,5,3788,Adam,0.001,zscore,89.64786625,1.265197515,35.28773694,2608.469626,51.07317912
rnn,Wind,4,0.2,1,128, True,25,32,5,3788,Adam,0.001,zscore,84.6584847,1.284585714,34.1039692,2344.599558,48.42106523
rnn,Wind,5,0.2,1,128, False,25,32,5,3788,Adam,0.001,zscore,88.78696632,1.174891949,33.79193408,2142.034341,46.28211686
rnn,Wind,6,0.2,2,32, True,25,32,5,3788,Adam,0.001,zscore,143.0595763,1.740029097,29.44489036,1916.300019,43.77556417
rnn,Wind,7,0.2,2,32, False,25,32,5,3788,Adam,0.001,zscore,143.1449106,1.743803978,37.67786781,2821.771499,53.1203492
rnn,Wind,8,0.2,2,64, True,25,32,5,3788,Adam,0.001,zscore,141.9497752,1.785452604,30.41185241,2101.252378,45.83941948
rnn,Wind,9,0.2,2,64, False,25,32,5,3788,Adam,0.001,zscore,145.6472971,1.777211189,31.22728241,2095.28857,45.77432217
rnn,Wind,10,0.2,2,128, True,25,32,5,3788,Adam,0.001,zscore,146.6763136,1.954148769,48.28442251,4237.055809,65.09267093
rnn,Wind,11,0.2,2,128, False,25,32,5,3788,Adam,0.001,zscore,143.440824,1.764666796,48.56899923,4499.598814,67.07904899
rnn,Wind,12,0.2,4,32, True,25,32,5,3788,Adam,0.001,zscore,271.211015,3.074478626,30.14002268,2008.406149,44.8152446
rnn,Wind,13,0.2,4,32, False,25,32,5,3788,Adam,0.001,zscore,258.1031852,2.798579931,45.89579868,3543.822975,59.53001743
rnn,Wind,14,0.2,4,64, True,25,32,5,3788,Adam,0.001,zscore,257.5872033,3.108678579,31.5413575,2060.45935,45.39228294
rnn,Wind,15,0.2,4,64, False,25,32,5,3788,Adam,0.001,zscore,259.4506826,2.9915452,32.04523589,2124.468612,46.09195822
rnn,Wind,16,0.2,4,128, True,25,32,5,3788,Adam,0.001,zscore,267.7526138,2.891727209,34.6918023,2189.875246,46.7961029
rnn,Wind,17,0.2,4,128, False,25,32,5,3788,Adam,0.001,zscore,269.8233259,2.910060406,37.19293607,2796.167932,52.87880418
lstm,Wind,0,0.2,1,32, True,25,32,5,3788,Adam,0.001,zscore,88.59911776,1.708319664,29.64230432,1906.692342,43.66568839
lstm,Wind,1,0.2,1,32, False,25,32,5,3788,Adam,0.001,zscore,82.27959204,1.68165803,28.53724137,1748.904605,41.8199068
lstm,Wind,2,0.2,1,64, True,25,32,5,3788,Adam,0.001,zscore,83.16036129,1.70083499,28.26240831,1661.38159,40.76004894
lstm,Wind,3,0.2,1,64, False,25,32,5,3788,Adam,0.001,zscore,83.48034,1.72688365,29.19384725,1725.315123,41.53691278
lstm,Wind,4,0.2,1,128, True,25,32,5,3788,Adam,0.001,zscore,80.1342063,1.556850433,29.19578123,1765.998087,42.02378002
lstm,Wind,5,0.2,1,128, False,25,32,5,3788,Adam,0.001,zscore,90.48936844,1.518450499,31.65757534,2015.663069,44.89613646
lstm,Wind,6,0.2,2,32, True,25,32,5,3788,Adam,0.001,zscore,139.4246912,2.416397572,34.74290385,2059.99605,45.38717935
lstm,Wind,7,0.2,2,32, False,25,32,5,3788,Adam,0.001,zscore,121.0031452,2.357026339,28.97327799,1735.645409,41.66107787
lstm,Wind,8,0.2,2,64, True,25,32,5,3788,Adam,0.001,zscore,152.548948,2.340533733,28.45238725,1666.214128,40.81928623
lstm,Wind,9,0.2,2,64, False,25,32,5,3788,Adam,0.001,zscore,141.0418909,2.379286528,32.43791017,1937.088232,44.01236454
lstm,Wind,10,0.2,2,128, True,25,32,5,3788,Adam,0.001,zscore,150.5989695,2.393068552,38.16090484,2664.102649,51.61494598
lstm,Wind,11,0.2,2,128, False,25,32,5,3788,Adam,0.001,zscore,142.2190642,2.419024944,30.63136881,2000.731834,44.72954095
lstm,Wind,12,0.2,4,32, True,25,32,5,3788,Adam,0.001,zscore,220.6435227,4.189643145,36.3584054,2425.53089,49.24967909
lstm,Wind,13,0.2,4,32, False,25,32,5,3788,Adam,0.001,zscore,231.937377,3.975992203,28.65961711,1789.415592,42.30148452
lstm,Wind,14,0.2,4,64, True,25,32,5,3788,Adam,0.001,zscore,234.1158407,4.152229786,50.16605827,5220.783991,72.25499285
lstm,Wind,15,0.2,4,64, False,25,32,5,3788,Adam,0.001,zscore,223.0538204,4.070249557,28.59862498,1777.401155,42.1592357
lstm,Wind,16,0.2,4,128, True,25,32,5,3788,Adam,0.001,zscore,244.0421033,4.210804462,30.02489932,1984.145323,44.54374617
lstm,Wind,17,0.2,4,128, False,25,32,5,3788,Adam,0.001,zscore,222.567668,4.43309164,28.29552124,1713.136067,41.39004792
rnn,Wind,0,0.2,1,32, True,25,64,5,1894,Adam,0.001,zscore,46.13165116,1.38657856,38.86761347,2720.498958,52.15840256
rnn,Wind,1,0.2,1,32, False,25,64,5,1894,Adam,0.001,zscore,49.45183849,1.094348192,29.3916312,1958.307074,44.25276347
rnn,Wind,2,0.2,1,64, True,25,64,5,1894,Adam,0.001,zscore,45.32964039,1.250437021,33.17799198,1989.753352,44.60665143
rnn,Wind,3,0.2,1,64, False,25,64,5,1894,Adam,0.001,zscore,49.78237343,1.183573484,29.53786504,1828.989999,42.76669264
rnn,Wind,4,0.2,1,128, True,25,64,5,1894,Adam,0.001,zscore,47.69156957,1.351102114,29.2859423,1714.548223,41.40710353
rnn,Wind,5,0.2,1,128, False,25,64,5,1894,Adam,0.001,zscore,44.87582946,1.233264208,34.70234288,2054.269144,45.32404598
rnn,Wind,6,0.2,2,32, True,25,64,5,1894,Adam,0.001,zscore,80.273422,1.975137234,32.39774028,1997.209965,44.69015513
rnn,Wind,7,0.2,2,32, False,25,64,5,1894,Adam,0.001,zscore,79.11456013,1.771368504,28.06772802,1755.459834,41.898208
rnn,Wind,8,0.2,2,64, True,25,64,5,1894,Adam,0.001,zscore,82.47692156,1.813993931,28.04179726,1675.772857,40.93620472
rnn,Wind,9,0.2,2,64, False,25,64,5,1894,Adam,0.001,zscore,82.32363439,1.735174656,34.68428956,2175.284024,46.63994023
rnn,Wind,10,0.2,2,128, True,25,64,5,1894,Adam,0.001,zscore,77.19288492,2.002099276,34.23613597,2415.663165,49.14939638
rnn,Wind,11,0.2,2,128, False,25,64,5,1894,Adam,0.001,zscore,81.14105511,1.82311964,45.24970793,3750.47547,61.24112564
rnn,Wind,12,0.2,4,32, True,25,64,5,1894,Adam,0.001,zscore,149.8848886,2.983664274,32.92000353,2382.74331,48.81335176
rnn,Wind,13,0.2,4,32, False,25,64,5,1894,Adam,0.001,zscore,140.2779808,2.909227133,34.19936808,2487.999568,49.87985133
rnn,Wind,14,0.2,4,64, True,25,64,5,1894,Adam,0.001,zscore,138.2399285,3.019131422,38.22411325,3170.380203,56.30612935
rnn,Wind,15,0.2,4,64, False,25,64,5,1894,Adam,0.001,zscore,136.1482649,2.905914783,35.39636725,2905.766495,53.90516204
rnn,Wind,16,0.2,4,128, True,25,64,5,1894,Adam,0.001,zscore,145.0384572,2.857398272,42.65801372,3723.610008,61.02138976
rnn,Wind,17,0.2,4,128, False,25,64,5,1894,Adam,0.001,zscore,140.7399852,2.958445787,32.14100148,2145.773017,46.32248933
lstm,Wind,0,0.2,1,32, True,25,64,5,1894,Adam,0.001,zscore,58.3513546,1.66080761,27.55627825,1627.983933,40.3482829
lstm,Wind,1,0.2,1,32, False,25,64,5,1894,Adam,0.001,zscore,53.1957407,1.47464776,27.80745646,1657.842938,40.71661747
lstm,Wind,2,0.2,1,64, True,25,64,5,1894,Adam,0.001,zscore,57.70891762,1.62586832,27.73731883,1608.579605,40.10710168
lstm,Wind,3,0.2,1,64, False,25,64,5,1894,Adam,0.001,zscore,56.39043474,1.439742088,26.62881147,1502.384805,38.76060893
lstm,Wind,4,0.2,1,128, True,25,64,5,1894,Adam,0.001,zscore,49.76078391,1.719432354,31.99457792,1861.561938,43.1458218
lstm,Wind,5,0.2,1,128, False,25,64,5,1894,Adam,0.001,zscore,49.3514502,1.737720966,33.20690084,2233.235009,47.25711597
lstm,Wind,6,0.2,2,32, True,25,64,5,1894,Adam,0.001,zscore,93.04697657,2.424676657,27.94762811,1659.441908,40.73624808
lstm,Wind,7,0.2,2,32, False,25,64,5,1894,Adam,0.001,zscore,83.66016221,2.397895336,30.06293215,1763.547621,41.99461419
lstm,Wind,8,0.2,2,64, True,25,64,5,1894,Adam,0.001,zscore,75.54420424,2.461833715,28.21950156,1729.102128,41.58247381
lstm,Wind,9,0.2,2,64, False,25,64,5,1894,Adam,0.001,zscore,74.85983872,2.277472734,31.69567566,2003.857719,44.76446938
lstm,Wind,10,0.2,2,128, True,25,64,5,1894,Adam,0.001,zscore,87.15469265,2.417247057,28.14269378,1618.279803,40.2278486
lstm,Wind,11,0.2,2,128, False,25,64,5,1894,Adam,0.001,zscore,84.92857075,2.37949729,28.95963499,1597.79542,39.97243325
lstm,Wind,12,0.2,4,32, True,25,64,5,1894,Adam,0.001,zscore,147.0523374,4.042110205,30.62106302,1724.793902,41.53063812
lstm,Wind,13,0.2,4,32, False,25,64,5,1894,Adam,0.001,zscore,147.8056586,4.259728909,34.58745141,2547.349112,50.47127017
lstm,Wind,14,0.2,4,64, True,25,64,5,1894,Adam,0.001,zscore,148.7932315,4.258569241,28.75707018,1646.342911,40.5751514
lstm,Wind,15,0.2,4,64, False,25,64,5,1894,Adam,0.001,zscore,137.2017858,4.195522785,34.09959066,2672.834696,51.69946514
lstm,Wind,16,0.2,4,128, True,25,64,5,1894,Adam,0.001,zscore,156.2560723,4.532882214,27.99698498,1695.886971,41.18114825
lstm,Wind,17,0.2,4,128, False,25,64,5,1894,Adam,0.001,zscore,117.6689157,4.23059082,33.44941533,2408.210321,49.07351955
rnn,Wind,0,0.4,1,32, True,25,32,5,2841,Adam,0.001,zscore,77.01090837,2.273109674,36.22783742,2980.321623,54.59232202
rnn,Wind,1,0.4,1,32, False,25,32,5,2841,Adam,0.001,zscore,78.15050411,2.359280348,32.7737452,2561.262011,50.60891237
rnn,Wind,2,0.4,1,64, True,25,32,5,2841,Adam,0.001,zscore,76.2656517,2.187338591,44.1265171,3671.310057,60.59133648
rnn,Wind,3,0.4,1,64, False,25,32,5,2841,Adam,0.001,zscore,77.21022749,2.287935734,31.15471369,2191.959615,46.81836835
rnn,Wind,4,0.4,1,128, True,25,32,5,2841,Adam,0.001,zscore,75.94668722,2.384076357,30.01491948,2012.037318,44.85573897
rnn,Wind,5,0.4,1,128, False,25,32,5,2841,Adam,0.001,zscore,76.13542414,2.321765661,31.26291996,2022.252973,44.96946712
rnn,Wind,6,0.4,2,32, True,25,32,5,2841,Adam,0.001,zscore,126.4048185,3.44193387,32.56214383,2622.971236,51.2149513
rnn,Wind,7,0.4,2,32, False,25,32,5,2841,Adam,0.001,zscore,130.3812711,3.232537746,34.07858248,2599.36601,50.98397797
rnn,Wind,8,0.4,2,64, True,25,32,5,2841,Adam,0.001,zscore,123.8411014,3.3597579,31.31901503,2498.209894,49.98209573
rnn,Wind,9,0.4,2,64, False,25,32,5,2841,Adam,0.001,zscore,117.4164648,3.258605242,37.451792,3340.533871,57.79735177
rnn,Wind,10,0.4,2,128, True,25,32,5,2841,Adam,0.001,zscore,129.4542623,3.481376886,31.31555877,2359.877232,48.57856762
rnn,Wind,11,0.4,2,128, False,25,32,5,2841,Adam,0.001,zscore,125.7904255,3.46451664,32.30606929,2588.862057,50.8808614
rnn,Wind,12,0.4,4,32, True,25,32,5,2841,Adam,0.001,zscore,222.2898192,5.693664312,33.20594405,2968.890671,54.48752767
rnn,Wind,13,0.4,4,32, False,25,32,5,2841,Adam,0.001,zscore,231.7219081,5.692814827,34.4078421,2965.287,54.45444885
rnn,Wind,14,0.4,4,64, True,25,32,5,2841,Adam,0.001,zscore,223.6736896,5.382593393,33.08500142,3114.79405,55.81033999
rnn,Wind,15,0.4,4,64, False,25,32,5,2841,Adam,0.001,zscore,217.4668739,5.341645479,50.3700853,4020.779637,63.40961786
rnn,Wind,16,0.4,4,128, True,25,32,5,2841,Adam,0.001,zscore,212.13082,5.382207394,34.13097548,3220.545396,56.7498493
rnn,Wind,17,0.4,4,128, False,25,32,5,2841,Adam,0.001,zscore,216.5889649,5.289959908,50.51566306,5271.812095,72.60724547
lstm,Wind,0,0.4,1,32, True,25,32,5,2841,Adam,0.001,zscore,81.46995163,2.737726688,30.51474007,1978.123161,44.47609652
